product_id,product_name,category,subcategory,brand,unit_size,mrp,cost_price,perishable_flag,temperature_zone,shelf_life_days,supplier_id,active_flag
PRD0377,PureDrop Small Appliances 377,Electronics & Accessories,Small Appliances,FreshBasket,250 g,516.74,379.27,N,Ambient,525,SUP020,Y
PRD0378,CareBloom Oral Care 378,Personal Care,Oral Care,QuickChoice,500 g,31.64,24.34,N,Ambient,514,SUP023,Y
PRD0379,FreshBasket Bath & Body 379,Personal Care,Bath & Body,QuickChoice,250 g,800.37,601.13,N,Ambient,319,SUP026,Y
PRD0380,PrimePantry Chips & Namkeen 380,Snacks & Beverages,Chips & Namkeen,CareBloom,1 kg,61.55,44.55,N,Ambient,356,SUP044,Y
PRD0381,GoodGrain Ice Cream 381,Frozen Food,Ice Cream,HappyPaws,500 ml,136.44,77.84,Y,Frozen,91,SUP036,Y
PRD0382,HappyPaws Fresh Vegetables 382,Fruits & Vegetables,Fresh Vegetables,QuickChoice,1 kg,139.78,104.79,Y,Ambient,7,SUP024,Y
PRD0383,UrbanHarvest Fresh Vegetables 383,Fruits & Vegetables,Fresh Vegetables,DailyNest,1 kg,84.16,64.59,Y,Ambient,7,SUP006,Y
PRD0384,PrimePantry Hair Care 384,Personal Care,Hair Care,DailyNest,250 g,779.86,445.95,N,Ambient,267,SUP034,Y
PRD0385,PrimePantry Breakfast Cereals 385,Dairy & Breakfast,Breakfast Cereals,HappyPaws,1 kg,167.52,127.84,Y,Chilled,3,SUP045,Y
PRD0386,SnackSquare Soft Drinks 386,Snacks & Beverages,Soft Drinks,HappyPaws,100 g,74.89,42.0,N,Ambient,290,SUP028,Y
PRD0387,QuickChoice Ice Cream 387,Frozen Food,Ice Cream,DailyNest,200 g,378.52,298.29,Y,Frozen,115,SUP012,Y
PRD0388,DailyNest Cat Food 388,Pet Care,Cat Food,FreshBasket,1 L,594.5,470.21,N,Ambient,519,SUP024,Y
PRD0389,HomeEase Small Appliances 389,Electronics & Accessories,Small Appliances,PureDrop,1 L,221.85,137.58,N,Ambient,1254,SUP006,Y
PRD0390,CareBloom Flour 390,Staples,Flour,DailyNest,250 g,204.01,127.86,N,Ambient,431,SUP005,Y
PRD0391,QuickChoice Frozen Snacks 391,Frozen Food,Frozen Snacks,QuickChoice,500 g,380.24,307.45,Y,Frozen,137,SUP022,Y
PRD0392,HappyPaws Frozen Snacks 392,Frozen Food,Frozen Snacks,CareBloom,1 unit,570.81,454.01,Y,Frozen,277,SUP025,Y
PRD0393,SnackSquare Pulses 393,Staples,Pulses,SnackSquare,Pack of 2,908.06,661.58,N,Ambient,456,SUP001,Y
PRD0394,PrimePantry Dog Food 394,Pet Care,Dog Food,HomeEase,250 g,978.49,648.86,N,Ambient,696,SUP041,Y
PRD0395,NovaHome Milk 395,Dairy & Breakfast,Milk,DailyNest,1 L,97.82,60.31,Y,Chilled,29,SUP009,Y
PRD0396,CareBloom Cooking Oil 396,Staples,Cooking Oil,PureDrop,200 g,627.27,432.28,N,Ambient,525,SUP026,Y
PRD0397,GoodGrain Fresh Fruits 397,Fruits & Vegetables,Fresh Fruits,HappyPaws,Pack of 2,53.6,30.92,Y,Ambient,9,SUP013,Y
PRD0398,PureDrop Eggs 398,Dairy & Breakfast,Eggs,SnackSquare,500 g,117.57,75.48,Y,Chilled,11,SUP003,Y
PRD0399,HappyPaws Mobile Accessories 399,Electronics & Accessories,Mobile Accessories,FreshBasket,500 ml,1225.85,809.93,N,Ambient,1097,SUP006,Y
PRD0400,CareBloom Tea & Coffee 400,Snacks & Beverages,Tea & Coffee,SnackSquare,500 g,105.27,74.7,N,Ambient,276,SUP014,Y
